F1,F2,F3,F4,F5,F6,F7,F8,NIR_1,NIR_2,Class
27,76,79,243,476,460,317,181,64,68,1
36,104,105,325,545,527,359,206,84,76,1
42,124,121,388,775,744,507,294,100,106,1
41,120,118,373,649,624,424,244,94,88,1
18,52,56,170,346,335,230,131,44,7,1
42,125,121,390,716,689,468,271,96,94,1
53,160,150,482,864,830,560,326,120,114,1
32,94,94,296,566,545,371,213,75,76,1
27,78,81,248,446,431,293,169,62,60,1
47,139,133,430,774,746,504,293,104,102,1
42,126,120,384,803,779,525,304,86,98,1
43,126,131,379,444,436,292,169,86,50,1
65,194,190,560,1000,1000,756,433,129,133,1
84,255,239,723,1000,1000,915,528,160,160,1
54,162,162,474,884,868,592,340,106,102,1
47,140,146,411,724,712,486,279,92,82,1
99,312,288,843,1000,1000,958,554,183,161,1
94,297,278,792,1000,1000,953,542,169,157,1
44,134,145,384,702,688,482,270,80,78,1
64,184,183,560,1000,1000,859,495,100,132,1
79,228,217,692,1000,1000,1000,609,139,149,1
74,220,218,644,1000,1000,909,521,150,162,1
32,91,95,289,619,599,406,235,72,78,1
57,169,159,511,924,890,604,349,131,124,1
52,154,148,472,913,879,598,343,122,126,1
27,79,82,250,514,498,341,194,64,72,1
25,74,74,233,500,485,327,188,52,66,1
42,127,118,386,737,718,478,279,80,82,1
30,88,86,274,588,572,382,223,62,68,1
13,36,39,118,249,245,167,96,28,30,1
25,73,71,230,431,419,281,163,50,50,1
30,90,85,278,500,484,324,188,60,57,1
27,79,76,246,459,448,300,174,54,52,1
18,53,54,169,309,304,205,118,38,36,1
34,102,96,312,568,553,369,215,66,64,1
40,123,114,371,697,680,452,263,76,76,1
31,90,88,285,573,557,372,217,62,64,1
21,57,61,192,343,330,226,131,50,48,1
36,99,101,328,687,658,450,262,84,96,1
35,94,95,319,561,538,364,215,78,74,1
30,82,84,278,526,506,344,203,68,70,1
28,76,82,257,341,329,224,132,64,44,1
43,116,119,383,713,682,466,273,97,94,1
59,165,164,532,803,767,521,308,134,106,1
29,76,81,265,570,549,371,220,64,74,1
24,63,69,219,409,394,268,158,50,50,1
34,91,94,312,642,617,417,248,74,78,1
37,102,101,340,645,618,417,248,76,78,1
31,85,88,281,488,471,318,188,66,60,1
24,65,69,220,396,380,258,153,51,48,1
41,114,114,378,741,711,480,286,86,90,1
60,167,163,539,898,860,580,345,126,112,1
19,52,56,184,474,458,310,184,42,58,1
17,49,51,163,380,366,248,146,38,48,1
48,137,134,436,867,833,561,334,98,106,1
57,163,157,515,1000,964,651,388,118,124,1
40,114,113,366,711,683,462,273,86,88,1
17,46,51,156,309,299,204,119,36,38,1
34,96,96,315,584,563,379,225,68,68,1
39,113,108,365,762,733,488,293,76,86,1
35,99,96,322,622,599,401,240,68,70,1
22,63,67,211,359,347,235,139,46,42,1
21,58,62,195,362,351,236,141,42,42,1
35,99,97,324,598,575,384,232,68,66,1
44,126,121,408,748,718,478,288,86,84,1
31,87,87,287,513,494,331,198,62,58,1
20,57,60,192,360,349,234,140,42,42,1
27,76,78,253,494,476,319,191,54,56,1
42,122,118,395,765,733,490,295,82,86,1
42,119,115,387,780,751,501,302,80,88,1
31,87,87,286,524,505,338,203,60,58,1
17,46,50,157,290,282,191,113,34,34,1
24,68,70,229,461,446,299,179,49,52,1
42,121,116,389,689,663,441,266,78,75,1
44,127,122,407,814,786,524,315,82,86,1
34,94,94,310,600,581,387,233,62,64,1
13,36,40,125,282,275,185,110,26,30,1
15,42,46,145,263,256,174,104,28,28,1
32,87,88,295,584,564,375,228,54,60,1
37,102,98,334,645,622,411,251,62,64,1
37,103,100,334,597,575,382,233,64,60,1
34,92,96,305,531,516,345,208,58,54,1
23,64,69,207,377,367,247,147,40,40,1
53,155,152,474,902,877,587,351,90,92,1
80,239,223,693,1000,1000,792,475,132,124,1
65,193,180,574,1000,1000,717,431,106,112,1
40,117,119,366,681,661,443,265,68,70,1
24,68,73,217,473,461,311,184,42,46,1
45,126,127,403,747,723,481,295,74,72,1
63,183,173,553,925,892,592,363,100,88,1
81,233,229,698,700,673,448,274,112,64,1
57,167,169,509,482,466,314,193,103,40,1
26,75,80,239,474,461,314,181,50,52,1
42,124,122,391,732,709,479,282,86,80,1
54,157,152,491,987,949,645,376,112,122,1
57,168,159,518,929,897,608,355,118,114,1
46,129,130,417,795,767,522,304,96,98,1
27,74,80,249,472,456,312,183,60,58,1
37,102,107,340,560,540,369,216,80,70,1
46,129,130,425,868,836,566,334,100,108,1
53,147,146,481,936,901,610,363,115,118,1
39,109,112,360,716,692,471,277,88,90,1
17,47,52,160,337,328,224,131,38,44,1
50,147,148,451,582,562,383,223,106,72,1
37,110,104,338,731,703,476,280,80,88,1
34,102,96,314,611,588,400,232,74,80,1
24,72,72,227,386,374,258,150,56,50,1
17,50,54,163,267,260,180,103,42,36,1
39,114,110,349,643,620,424,245,86,84,1
43,125,121,398,760,732,497,291,98,100,1
38,107,104,342,675,650,443,258,82,88,1
29,83,85,270,485,469,321,187,68,66,1
20,54,60,183,335,324,224,129,46,46,1
29,80,84,267,521,504,345,202,68,70,1
51,143,142,463,930,896,608,360,120,124,1
44,123,123,400,861,831,564,333,106,118,1
28,74,80,249,600,582,399,233,67,84,1
26,66,74,237,438,429,297,172,52,62,1
65,195,190,572,611,592,395,239,128,66,1
71,216,202,634,1000,1000,848,496,136,146,1
51,153,146,463,995,970,657,385,98,116,1
32,91,95,287,533,520,352,208,58,60,1
23,66,71,213,398,391,265,155,46,46,1
46,136,133,415,745,727,491,290,84,80,1
64,193,180,570,1000,982,660,391,118,110,1
59,175,164,525,999,975,654,387,108,108,1
17,51,53,166,439,428,289,171,34,47,1
27,77,84,243,329,326,220,128,52,36,1
76,227,223,644,1000,990,679,393,139,112,1
56,171,158,497,1000,1000,865,500,98,134,1
61,184,171,536,1000,1000,705,414,108,114,1
44,133,128,400,736,723,485,285,80,76,1
20,59,63,187,472,466,317,183,40,50,1
26,75,77,238,468,460,310,183,48,50,1
60,180,172,534,856,841,561,332,112,91,1
61,182,170,546,1000,1000,729,430,112,123,1
55,165,157,498,942,917,617,367,102,104,1
31,91,94,286,582,568,384,226,60,66,1
23,66,70,211,399,391,265,155,46,45,1
40,117,118,361,653,636,429,254,75,72,1
50,149,142,453,868,843,566,336,92,94,1
59,176,164,529,979,951,638,380,109,107,1
47,141,136,426,758,737,497,295,88,82,1
27,79,81,248,505,495,333,195,50,56,1
30,88,90,274,486,475,320,189,56,54,1
52,154,150,465,889,870,586,346,98,98,1
61,181,170,547,1000,1000,725,430,114,124,1
72,213,201,646,1000,1000,678,405,138,114,1
61,180,175,543,981,956,647,382,118,112,1
28,77,84,252,488,477,324,189,56,56,1
33,92,96,297,566,549,373,221,64,66,1
59,172,165,525,987,958,645,387,110,112,1
60,178,168,542,959,928,621,376,114,106,1
59,173,163,528,989,960,646,386,114,112,1
45,131,128,408,771,750,506,300,87,88,1
18,51,56,174,370,361,243,144,38,44,1
37,105,108,328,630,615,419,245,73,76,1
59,171,166,528,1000,976,660,392,116,118,1
65,192,179,577,1000,1000,696,418,126,124,1
71,217,202,637,1000,1000,794,467,143,143,1
41,116,119,373,745,724,492,289,82,89,1
18,50,55,170,394,384,259,154,38,46,1
45,126,130,412,513,495,333,201,90,58,1
63,178,173,567,1000,1000,821,500,126,149,1
71,205,196,637,1000,1000,899,547,143,167,1
42,123,121,386,534,514,346,209,84,62,1
21,60,65,200,382,371,252,149,46,46,1
19,53,58,178,386,376,256,151,42,48,1
41,117,115,367,688,664,447,268,82,82,1
66,189,180,590,609,585,389,237,135,69,1
53,149,147,480,801,769,516,314,108,96,1
34,94,99,309,595,574,386,232,72,74,1
24,65,71,219,412,398,269,160,50,52,1
43,123,123,398,789,757,509,309,90,96,1
60,170,164,540,1000,978,656,400,122,124,1
77,217,212,681,1000,1000,689,421,160,131,1
46,126,135,414,762,736,499,300,98,94,1
32,87,95,289,641,617,419,251,70,82,1
55,155,151,498,1000,988,662,404,112,125,1
51,144,139,464,880,841,561,345,102,104,1
62,173,170,553,1000,1000,687,422,124,129,1
30,83,88,277,555,535,359,219,62,66,1
20,57,60,192,489,470,316,193,42,58,1
55,152,151,496,883,847,568,351,112,106,1
65,183,176,584,1000,992,663,410,129,122,1
52,145,145,479,908,872,583,361,106,108,1
33,90,96,300,556,535,359,220,68,66,1
38,105,112,349,603,580,390,239,78,70,1
53,149,144,478,1000,1000,708,439,100,130,1
54,152,144,487,957,921,611,383,98,104,1
29,80,79,263,662,638,427,265,52,72,1
33,86,97,290,216,211,143,87,58,24,1
38,98,104,334,707,680,453,289,60,70,1
58,153,155,503,885,851,564,359,84,86,1
50,150,141,461,874,838,553,350,106,94,1
13,36,38,117,410,397,270,162,22,48,1
14,36,40,117,448,483,383,198,30,88,1
36,84,83,360,738,567,314,182,82,88,1
15,34,38,157,318,246,138,77,38,38,1
27,62,64,270,509,392,218,126,62,58,1
38,86,85,377,803,618,341,201,88,90,1
34,77,77,344,693,532,294,172,78,82,1
18,40,43,185,350,271,152,86,44,42,1
21,49,51,223,434,335,186,107,50,50,1
43,99,98,430,679,521,288,170,102,79,1
39,90,89,394,799,614,340,200,92,96,1
18,40,43,184,366,282,157,90,44,44,1
23,51,54,232,461,355,198,114,54,56,1
38,87,86,381,714,548,304,179,88,84,1
41,93,93,410,745,572,316,186,95,88,1
17,38,42,172,332,259,146,82,42,40,1
21,47,50,211,404,313,175,99,49,47,1
41,97,94,417,822,632,350,208,94,96,1
40,94,92,400,660,511,283,166,88,74,1
22,53,56,229,426,332,186,106,52,50,1
22,52,55,228,448,348,195,111,52,52,1
43,102,99,435,920,707,393,235,100,110,1
44,106,101,450,895,689,383,228,100,104,1
31,70,72,307,519,402,224,130,72,60,1
24,55,58,242,476,369,205,119,56,58,1
57,138,131,560,912,700,389,234,132,109,1
61,147,139,590,1000,902,501,301,138,142,1
35,83,86,344,621,480,270,157,82,75,1
14,33,37,149,555,431,241,138,34,66,1
84,207,195,790,1000,1000,777,462,191,221,1
79,197,184,752,1000,1000,639,382,181,180,1
30,72,76,294,537,416,235,135,72,66,1
51,124,124,490,967,749,421,249,116,118,1
37,87,83,371,786,603,334,202,80,90,1
74,185,179,699,1000,1000,666,394,164,185,1
22,53,58,215,446,346,197,111,52,52,1
67,163,156,640,1000,1000,575,344,145,155,1
69,164,157,667,1000,1000,558,337,148,145,1
29,72,71,289,846,659,372,217,62,94,1
12,30,32,123,239,186,105,60,28,28,1
42,107,101,416,846,648,361,218,88,92,1
47,117,109,458,887,681,377,230,96,96,1
22,53,53,217,504,388,217,128,46,56,1
17,41,42,168,329,254,143,83,36,36,1
36,89,83,352,682,525,291,177,74,72,1
40,99,92,395,835,640,355,216,80,88,1
16,38,40,167,364,282,157,93,34,38,1
13,33,34,138,275,213,120,70,30,30,1
39,93,89,380,530,407,225,138,77,54,1
48,121,112,475,890,681,378,233,98,94,1
23,57,57,234,465,359,200,119,49,48,1
11,27,29,116,231,179,101,58,26,26,1
39,99,93,393,665,510,282,174,80,70,1
35,84,79,353,849,651,359,222,70,88,1
19,45,46,193,415,320,179,106,41,46,1
10,25,28,111,216,169,95,55,24,24,1
35,82,78,351,770,590,324,204,70,82,1
68,167,155,648,546,416,229,142,141,54,1
32,75,77,313,548,421,234,143,66,60,1
37,89,91,360,674,517,290,178,78,75,1
77,188,176,730,1000,1000,661,417,162,173,1
71,176,164,685,1000,1000,583,366,148,149,1
26,61,65,256,510,393,221,133,55,56,1
30,71,73,298,612,470,263,162,64,68,1
47,114,108,471,1000,884,493,311,96,126,1
45,109,105,452,780,598,332,209,92,82,1
11,23,26,106,246,192,108,64,22,26,1
39,91,93,385,886,686,384,238,76,94,1
42,103,98,429,825,637,353,221,78,78,1
51,121,118,503,759,586,325,203,100,76,1
15,34,39,153,293,228,129,76,32,32,1
56,133,129,549,1000,782,436,276,114,106,1
51,124,116,505,1000,860,478,304,96,112,1
34,78,79,333,560,435,243,150,66,56,1
16,37,40,167,343,266,149,91,32,35,1
38,88,85,378,776,598,331,212,72,76,1
36,85,81,358,737,565,312,199,66,72,1
12,28,30,124,242,192,109,65,22,24,1
22,53,53,224,409,319,178,110,42,40,1
38,91,86,379,779,603,335,214,70,76,1
42,100,97,418,702,545,303,192,80,68,1
13,29,32,126,259,203,116,70,26,28,1
30,73,71,306,611,475,265,168,54,58,1
38,91,88,380,668,518,288,184,68,62,1
27,63,64,266,531,415,233,145,50,50,1
15,34,38,152,274,215,122,74,30,26,1
50,119,115,491,746,579,322,208,90,70,1
49,116,113,482,946,737,413,264,88,90,1
20,46,51,204,369,291,165,102,40,36,1
44,101,105,422,597,468,262,165,82,56,1
48,114,109,474,967,750,421,274,86,92,1
31,73,73,312,629,490,274,175,58,58,1
28,63,69,273,381,299,169,105,56,38,1
46,112,104,453,969,746,414,278,87,98,1
63,146,140,596,1000,911,510,338,126,123,1
26,60,64,253,487,378,213,138,54,53,1
47,111,112,454,821,634,357,238,98,90,1
85,200,188,797,1000,1000,723,494,173,186,1
54,124,122,511,1000,804,450,304,110,114,1
30,67,73,288,530,410,232,153,62,58,1
56,132,126,542,1000,1000,621,426,112,158,1
49,116,112,485,1000,806,449,307,96,110,1
42,99,107,381,344,267,151,98,80,36,1
94,221,225,828,1000,1000,768,510,193,197,1
124,301,287,1000,1000,1000,982,657,255,250,1
82,200,207,731,1000,1000,646,426,171,166,1
80,193,208,691,1000,957,559,367,168,143,1
95,228,221,867,1000,1000,778,524,194,196,1
75,179,175,692,1000,1000,593,404,153,147,1
28,63,69,267,547,428,244,162,58,60,1
66,155,151,613,1000,899,507,350,133,128,1
84,200,189,775,1000,1000,683,475,168,171,1
36,84,88,345,676,528,300,203,76,76,1
46,109,111,438,892,695,395,271,94,98,1
77,184,173,717,1000,1000,611,429,154,152,1
51,118,118,483,893,693,392,273,103,96,1
23,54,57,225,449,349,198,134,47,49,1
62,145,138,581,1000,835,469,334,122,116,1
63,146,140,592,1000,948,534,380,128,133,1
27,62,67,257,463,362,206,141,54,50,1
56,128,130,518,814,636,360,253,113,88,1
24,58,57,248,793,633,356,231,48,78,1
38,99,93,360,343,263,146,82,70,38,1
20,54,55,201,337,270,152,82,40,34,1
48,130,117,459,971,770,432,242,88,96,1
49,133,119,470,918,725,408,228,90,88,1
21,54,55,203,402,321,182,98,42,42,1
29,75,72,277,719,572,323,177,52,70,1
46,124,109,443,908,717,402,226,82,86,1
26,67,63,252,562,443,249,137,48,52,1
12,32,32,123,246,197,112,61,24,24,1
37,98,89,358,645,508,284,159,66,62,1
33,87,78,322,671,528,293,164,58,64,1
14,33,34,130,254,202,116,63,26,26,1
21,57,55,214,447,354,198,108,40,42,1
39,101,90,370,672,530,295,165,66,62,1
28,75,70,278,521,413,231,127,50,48,1
14,35,37,139,291,232,132,72,26,28,1
36,93,85,342,701,554,309,173,60,64,1
53,144,129,505,847,669,375,210,96,76,1
21,54,55,202,390,312,178,95,40,38,1
44,118,111,421,783,623,351,193,80,74,1
60,163,144,566,1000,910,509,286,106,108,1
38,99,95,357,682,545,307,167,68,66,1
30,79,78,287,613,490,277,150,56,60,1
63,169,150,588,1000,986,555,312,112,120,1
56,149,138,523,1000,821,463,256,100,98,1
23,59,62,222,494,395,225,121,42,50,1
66,175,158,604,1000,992,560,313,118,120,1
49,132,119,470,926,733,411,230,88,86,1
17,45,46,173,359,286,162,88,34,34,1
41,108,98,390,764,605,338,188,74,74,1
59,158,140,555,1000,823,461,260,106,98,1
25,65,65,243,505,402,228,124,48,48,1
30,79,76,291,599,476,267,147,54,56,1
51,136,122,485,1000,803,450,255,88,94,1
39,104,96,376,737,585,327,182,68,68,1
17,43,44,166,356,283,160,87,34,36,1
45,120,108,432,821,648,362,204,82,80,1
48,130,116,462,903,714,400,224,90,88,1
17,43,44,167,344,275,155,84,34,36,1
42,112,102,405,761,601,336,188,78,76,1
42,114,101,413,957,754,420,238,76,92,1
18,47,46,182,361,287,162,88,36,36,1
17,45,44,172,365,288,162,89,34,36,1
37,96,87,352,654,515,287,160,66,62,1
33,88,84,321,600,476,267,147,62,56,1
15,39,41,154,465,371,211,113,30,44,1
48,124,115,457,560,442,245,139,84,51,1
39,100,93,368,725,573,319,178,66,66,1
11,26,28,101,217,175,100,54,20,22,1
32,82,76,309,669,530,294,166,54,60,1
56,148,134,525,1000,839,471,264,98,98,1
21,55,56,208,417,333,189,102,40,40,1
41,105,102,380,676,537,302,167,73,62,1
63,167,148,582,1000,958,538,305,108,112,1
36,92,90,340,669,531,299,165,64,62,1
23,58,61,221,428,341,193,104,42,40,1
50,130,120,472,1000,795,446,254,82,90,1
51,135,124,479,711,562,312,176,90,62,1
12,32,34,124,250,200,114,61,26,26,1
39,101,93,370,765,603,337,189,70,74,1
42,115,103,414,844,664,370,208,76,80,1
12,32,35,125,243,195,112,60,24,24,1
26,66,65,252,528,418,234,129,46,48,1
39,102,94,388,755,590,326,186,78,77,1
29,75,72,288,548,430,239,132,58,56,1
11,26,29,107,222,176,99,54,24,24,1
38,94,89,362,708,553,307,173,74,72,1
40,103,96,389,742,580,320,180,78,74,1
11,26,28,106,224,177,101,54,24,24,1
25,63,63,250,498,388,216,121,52,52,1
43,110,101,418,809,633,350,199,86,84,1
32,79,76,310,650,508,282,157,64,68,1
11,26,28,107,211,168,95,51,24,24,1
34,83,80,324,625,488,270,153,69,66,1
43,110,101,418,888,693,383,218,86,92,1
20,48,49,197,411,322,179,99,42,44,1
11,24,27,102,203,161,91,49,22,22,1
34,84,80,332,661,518,286,161,68,68,1
36,88,83,350,754,588,323,185,70,76,1
14,35,38,146,291,229,128,71,30,30,1
15,36,39,152,303,238,133,72,32,32,1
37,91,86,361,742,580,320,182,76,77,1
33,82,78,327,669,522,288,163,68,69,1
12,26,29,111,218,173,97,53,24,24,1
22,54,54,221,447,350,193,109,47,48,1
44,110,103,426,632,492,270,156,90,64,1
39,93,90,369,800,626,347,198,78,84,1
12,26,30,111,221,175,99,54,24,24,1
30,73,71,293,584,456,254,146,62,62,1
41,98,93,389,881,687,382,220,80,94,1
22,55,55,224,471,369,206,115,48,50,1
13,32,35,127,161,128,73,40,24,18,1
68,172,162,630,1000,1000,724,404,136,174,1
71,185,169,664,1000,1000,628,355,140,148,1
30,74,77,283,619,494,283,154,60,66,1
30,75,78,285,657,527,301,163,60,70,1
71,183,168,658,1000,1000,616,349,137,143,1
50,133,122,481,1000,859,484,272,96,112,1
14,34,37,130,224,180,103,56,28,22,1
116,157,217,705,1000,1000,1000,682,258,329,1
183,290,363,1000,1000,1000,1000,828,388,421,1
96,145,203,634,1000,1000,846,437,205,219,1
100,230,266,797,1000,1000,813,422,209,213,1
103,259,243,915,1000,1000,1000,970,214,445,1
56,143,133,531,1000,966,544,312,116,134,1
23,56,59,221,440,340,193,109,56,56,1
50,130,124,468,615,480,265,153,104,62,1
60,156,142,557,1000,936,530,305,129,139,1
40,100,97,371,772,611,349,196,88,92,1
15,37,42,147,266,212,123,67,36,32,1
44,118,110,416,841,665,380,216,98,98,1
58,153,139,537,1000,826,470,270,125,124,1
31,82,81,299,649,516,294,165,70,78,1
18,46,49,176,365,290,166,92,42,44,1
51,136,125,479,891,702,402,231,116,106,1
44,116,108,419,869,685,390,225,100,104,1
17,44,47,170,338,268,154,86,42,42,1
29,75,75,281,595,470,269,154,70,74,1
47,125,113,445,935,734,420,245,106,114,1
54,134,132,495,783,615,352,205,129,98,1
15,36,42,146,307,243,141,78,38,40,1
51,131,126,472,970,766,439,256,116,124,1
77,189,177,685,1000,1000,649,384,143,148,1
27,65,67,265,577,449,258,150,72,73,1
12,25,28,107,255,204,118,66,22,28,1
44,116,108,418,996,788,448,264,96,118,1
45,120,108,434,993,786,443,263,94,114,1
31,77,75,297,701,555,316,183,66,79,1
5,13,15,54,127,103,62,34,12,14,1
20,50,50,187,348,284,171,98,44,40,1
3,6,8,11,16,24,24,15,40,38,2
3,6,9,11,16,24,24,15,40,40,2
14,44,41,61,102,151,149,82,56,54,2
14,44,41,61,103,151,150,83,54,54,2
7,21,23,32,53,78,76,43,46,48,2
3,6,8,11,16,24,24,15,40,38,2
14,42,40,58,98,144,143,79,54,54,2
13,44,41,61,103,151,150,82,56,54,2
10,30,31,44,73,108,106,59,50,49,2
3,6,9,11,16,24,24,15,40,40,2
13,40,38,56,96,141,139,77,54,54,2
14,44,41,61,102,151,149,82,58,56,2
11,33,33,47,80,117,116,65,50,50,2
3,6,8,11,16,24,24,15,40,40,2
13,40,38,56,96,141,139,77,54,54,2
14,44,41,61,102,151,149,82,54,54,2
9,24,26,36,60,88,86,47,46,46,2
3,6,9,11,16,24,24,15,40,38,2
13,42,40,59,100,147,145,80,54,54,2
14,44,40,61,102,150,149,82,54,54,2
5,12,14,19,32,46,45,26,42,42,2
4,9,12,15,24,35,35,20,41,40,2
13,44,41,60,102,151,149,83,56,54,2
13,42,40,59,100,147,146,80,54,54,2
3,6,9,11,16,24,24,15,40,40,2
11,30,31,43,73,108,106,59,48,50,2
14,44,41,60,102,150,149,82,54,54,2
11,33,33,47,80,117,116,65,50,51,2
3,6,9,11,16,24,24,14,38,40,2
13,41,39,58,97,144,142,79,54,54,2
14,44,41,61,102,151,149,83,56,56,2
7,18,20,28,46,67,66,38,46,46,2
3,6,9,11,16,24,24,15,40,40,2
14,44,41,61,102,151,150,83,54,56,2
14,43,40,60,101,149,147,82,54,54,2
3,6,9,11,16,24,24,15,40,38,2
7,18,20,28,45,67,67,38,44,46,2
14,44,41,61,103,151,150,83,56,56,2
13,41,40,57,97,143,141,78,54,54,2
3,6,9,11,16,24,24,15,40,40,2
11,32,33,47,80,117,116,65,51,52,2
14,44,41,61,102,151,150,83,56,54,2
10,30,31,43,73,108,106,60,48,49,2
3,6,8,11,16,24,24,15,38,40,2
13,42,39,58,98,145,143,80,56,54,2
14,44,41,61,103,151,149,84,56,56,2
8,23,25,34,56,84,83,47,48,48,2
3,6,9,11,17,26,26,15,44,42,2
14,46,43,63,108,161,160,91,60,58,2
26,74,69,176,345,388,315,170,58,56,2
27,77,71,182,357,400,325,176,58,58,2
23,65,62,157,307,344,280,152,54,52,2
5,11,13,29,56,63,52,29,24,24,2
13,33,36,83,162,182,149,81,38,38,2
27,77,71,181,356,400,325,176,60,58,2
27,77,71,182,355,399,325,176,60,52,2
12,32,36,83,162,182,149,80,40,32,2
5,11,13,29,56,63,52,29,28,26,2
26,72,69,172,337,378,308,167,60,58,2
27,77,71,181,355,400,325,176,60,60,2
25,70,65,166,326,367,298,161,58,58,2
4,11,13,29,56,63,52,29,28,26,2
12,32,36,83,162,182,149,81,40,40,2
27,77,71,181,354,398,324,176,60,60,2
27,77,71,181,356,399,324,176,62,60,2
12,32,36,83,162,183,149,81,40,40,2
4,11,13,29,56,63,52,29,26,26,2
25,71,67,169,331,372,302,164,59,58,2
28,77,71,181,355,399,324,176,60,62,2
26,72,68,171,335,377,307,166,60,60,2
5,11,13,29,56,63,52,29,28,28,2
9,22,25,56,109,123,100,55,34,34,2
27,76,70,180,352,395,322,175,62,62,2
28,77,71,181,355,399,324,176,62,60,2
16,43,44,108,210,237,192,105,46,44,2
5,10,13,29,56,63,52,29,28,28,2
23,65,63,155,306,343,279,152,55,56,2
28,77,71,182,356,399,325,176,62,60,2
26,74,69,175,344,387,314,170,60,60,2
7,16,19,43,83,94,77,43,30,30,2
5,11,13,29,56,63,52,29,26,28,2
27,74,69,175,344,385,314,170,60,60,2
27,77,71,181,354,398,324,176,60,62,2
22,60,59,145,285,320,260,141,52,52,2
5,11,13,29,56,63,52,29,28,28,2
16,43,44,107,209,236,192,104,46,44,2
27,77,71,181,355,399,324,176,62,60,2
27,75,70,178,350,393,319,173,60,62,2
9,22,25,56,109,123,100,55,34,34,2
4,10,13,29,56,63,52,29,26,26,2
27,75,69,177,346,390,317,172,60,60,2
27,77,71,181,354,398,323,176,62,62,2
18,49,49,120,235,263,214,116,47,47,2
5,11,13,29,56,63,52,29,28,28,2
25,71,67,168,330,371,302,163,58,58,2
27,77,71,181,355,398,324,176,62,62,2
23,65,63,157,306,344,279,152,54,54,2
5,11,13,29,56,63,52,29,28,28,2
23,65,63,155,305,344,279,152,56,56,2
27,76,70,180,353,397,323,175,62,62,2
23,65,63,157,306,344,280,152,56,54,2
5,11,13,29,56,63,52,29,26,28,2
22,60,59,145,284,319,260,141,54,52,2
27,76,70,180,353,395,322,175,62,60,2
25,70,67,167,328,368,300,162,58,58,2
4,11,13,29,56,63,52,29,26,28,2
14,38,40,96,187,210,171,93,42,44,2
27,76,70,180,351,394,321,174,60,60,2
27,74,69,175,344,386,314,170,60,60,2
5,10,13,29,56,63,52,29,26,28,2
8,22,25,56,109,123,100,55,34,34,2
27,76,70,180,351,395,321,175,60,62,2
27,76,70,179,351,395,321,174,60,60,2
11,27,30,70,135,152,124,68,38,36,2
4,11,13,29,56,63,52,29,28,28,2
26,73,68,173,340,382,311,168,60,58,2
27,76,70,180,351,394,321,174,60,60,2
18,49,49,120,235,263,214,116,48,47,2
5,10,13,29,56,63,52,29,28,28,2
22,60,59,145,284,319,260,141,52,54,2
27,76,71,180,353,396,322,175,62,60,2
26,72,67,170,334,375,305,165,58,58,2
5,11,13,29,56,63,52,29,28,28,2
13,32,36,83,161,182,149,81,40,40,2
27,76,70,179,352,395,321,175,60,60,2
27,74,69,176,345,388,315,171,60,60,2
6,16,19,44,83,94,76,43,30,30,2
7,16,19,43,83,93,76,43,30,30,2
27,76,70,179,350,393,320,174,62,60,2
27,75,70,179,350,394,320,173,60,60,2
9,21,25,56,109,123,100,55,34,34,2
5,11,13,29,56,63,52,29,28,28,2
27,75,69,177,347,389,317,172,60,60,2
27,75,69,178,349,391,318,173,60,60,2
9,22,25,56,109,123,100,55,34,34,2
5,11,13,29,56,63,52,29,26,26,2
27,75,69,176,346,388,315,171,60,60,2
27,75,70,178,348,391,318,172,60,60,2
7,16,19,43,83,93,76,43,30,30,2
8,22,25,56,109,123,100,55,33,34,2
27,76,70,179,349,391,319,173,60,60,2
26,72,68,171,338,381,310,168,58,58,2
5,11,13,29,56,63,52,29,28,28,2
18,48,49,119,234,262,213,116,48,48,2
27,75,69,177,347,389,317,172,60,60,2
23,65,63,155,306,343,279,151,56,54,2
5,11,13,29,56,63,52,29,26,28,2
26,71,67,169,330,372,303,164,58,58,2
27,74,69,176,345,388,315,171,60,60,2
12,33,36,83,162,182,148,81,40,40,2
5,10,13,29,56,63,52,29,28,28,2
26,74,69,174,342,384,313,169,60,60,2
26,73,68,173,340,382,311,168,58,58,2
5,11,13,29,56,63,52,29,28,28,2
12,32,36,83,162,182,148,81,40,40,2
26,73,68,173,340,384,312,169,58,60,2
25,69,66,164,321,362,294,159,56,56,2
5,10,13,29,56,63,52,29,28,28,2
22,60,59,145,284,318,260,141,52,52,2
26,73,68,173,340,382,311,168,58,60,2
20,55,54,133,261,293,238,129,50,50,2
4,11,13,29,56,63,52,29,28,28,2
25,70,66,166,326,366,298,161,58,58,2
26,73,68,173,340,382,311,168,58,60,2
12,32,36,83,162,182,148,81,40,38,2
5,10,13,29,56,63,52,29,28,28,2
26,72,67,171,335,377,307,166,60,58,2
26,73,68,173,341,383,312,168,60,60,2
8,22,25,56,109,123,100,55,32,34,2
7,16,19,42,83,93,76,43,30,30,2
26,73,69,173,339,381,310,168,58,58,2
25,71,67,169,332,372,303,164,58,58,2
5,11,13,29,56,63,52,29,28,26,2
14,38,40,96,186,209,171,93,42,42,2
26,71,67,170,336,377,307,166,58,60,2
24,66,64,158,312,350,285,155,56,56,2
5,11,13,29,56,63,52,29,28,28,2
23,65,63,155,306,343,280,152,54,56,2
25,70,67,166,326,366,298,161,58,58,2
16,43,45,107,210,236,192,104,44,46,2
5,10,13,29,56,63,52,29,28,26,2
